"Name","State","Notes","User","Tags","Created","End Time","Runtime","Sweep","algorithm.batch_size","algorithm.epsilon.decay_fraction","algorithm.epsilon.end","algorithm.epsilon.start","algorithm.gamma","algorithm.learning_starts","algorithm.name","algorithm.network.encoder","algorithm.network.head","algorithm.network.hidden_dim","algorithm.optimizer.eps","algorithm.optimizer.lr","algorithm.optimizer.type","algorithm.target_network_frequency","algorithm.tau","algorithm.train_frequency","device","env.capture_video","env.clip_rewards","env.frame_stack","env.grayscale","env.id","env.noop_max","env.num_envs","env.resize","env.scale_obs","load_encoder_only","optimizer.eps","optimizer.lr","optimizer.type","output_dir","pruning.end_step","pruning.final_sparsity","pruning.initial_sparsity","pruning.method","pruning.scheduler","pruning.start_step","pruning.update_frequency","seed","train.buffer_size","train.checkpoint_interval","train.log_interval","train.total_timesteps","training.gradient_clip_norm","wandb.enabled","wandb.group","wandb.job_type","wandb.name","wandb.project","wandb.tags","initial_artifact","pruning.iqm_window_size","pruning.pruning_rate","pruning.rewind_to_step","train.delegate_stopping"
"atari_ddqn_gmp_sweep-Pong-v5-S75-s3","finished","-","","0.75, 3, ALE/Pong-v5, Pong-v5, atari_ddqn_gmp_sweep, sparsity-0.75","2026-01-14T17:57:23.000Z","2026-01-15T01:46:43.000Z","28160","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Pong-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.75","0","gmp","cubic","1000000","10000","3","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Pong-v5-S75-s3","atari-gmp","[""atari_ddqn_gmp_sweep"",""Pong-v5"",""3"",""ALE/Pong-v5"",""0.75"",""sparsity-0.75""]","","","","",""
"atari_ddqn_gmp_sweep-Pong-v5-S90-s3","finished","-","","0.9, 3, ALE/Pong-v5, Pong-v5, atari_ddqn_gmp_sweep, sparsity-0.9","2026-01-14T18:15:38.000Z","2026-01-15T02:13:29.000Z","28671","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Pong-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.9","0","gmp","cubic","1000000","10000","3","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Pong-v5-S90-s3","atari-gmp","[""atari_ddqn_gmp_sweep"",""Pong-v5"",""3"",""ALE/Pong-v5"",""0.9"",""sparsity-0.9""]","","","","",""
"atari_ddqn_gmp_sweep-SpaceInvaders-v5-S60-s3","finished","-","","0.6, 3, ALE/SpaceInvaders-v5, SpaceInvaders-v5, atari_ddqn_gmp_sweep, sparsity-0.6","2026-01-14T18:19:16.000Z","2026-01-15T02:12:41.000Z","28405","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/SpaceInvaders-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.6","0","gmp","cubic","1000000","10000","3","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-SpaceInvaders-v5-S60-s3","atari-gmp","[""atari_ddqn_gmp_sweep"",""SpaceInvaders-v5"",""3"",""ALE/SpaceInvaders-v5"",""0.6"",""sparsity-0.6""]","","","","",""
"atari_ddqn_gmp_sweep-SpaceInvaders-v5-S75-s3","finished","-","","0.75, 3, ALE/SpaceInvaders-v5, SpaceInvaders-v5, atari_ddqn_gmp_sweep, sparsity-0.75","2026-01-14T18:27:59.000Z","2026-01-15T02:14:31.000Z","27992","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/SpaceInvaders-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.75","0","gmp","cubic","1000000","10000","3","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-SpaceInvaders-v5-S75-s3","atari-gmp","[""atari_ddqn_gmp_sweep"",""SpaceInvaders-v5"",""3"",""ALE/SpaceInvaders-v5"",""0.75"",""sparsity-0.75""]","","","","",""
"atari_ddqn_gmp_sweep-SpaceInvaders-v5-S90-s3","finished","-","","0.9, 3, ALE/SpaceInvaders-v5, SpaceInvaders-v5, atari_ddqn_gmp_sweep, sparsity-0.9","2026-01-14T18:48:02.000Z","2026-01-15T02:38:54.000Z","28252","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/SpaceInvaders-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.9","0","gmp","cubic","1000000","10000","3","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-SpaceInvaders-v5-S90-s3","atari-gmp","[""atari_ddqn_gmp_sweep"",""SpaceInvaders-v5"",""3"",""ALE/SpaceInvaders-v5"",""0.9"",""sparsity-0.9""]","","","","",""
"atari_ddqn_gmp_sweep-Breakout-v5-S60-s4","finished","-","","0.6, 4, ALE/Breakout-v5, Breakout-v5, atari_ddqn_gmp_sweep, sparsity-0.6","2026-01-14T20:46:56.000Z","2026-01-15T04:56:25.000Z","29369","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Breakout-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.6","0","gmp","cubic","1000000","10000","4","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Breakout-v5-S60-s4","atari-gmp","[""atari_ddqn_gmp_sweep"",""Breakout-v5"",""4"",""ALE/Breakout-v5"",""0.6"",""sparsity-0.6""]","","","","",""
"atari_ddqn_gmp_sweep-Breakout-v5-S75-s4","finished","-","","0.75, 4, ALE/Breakout-v5, Breakout-v5, atari_ddqn_gmp_sweep, sparsity-0.75","2026-01-14T21:59:22.000Z","2026-01-15T06:11:10.000Z","29508","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Breakout-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.75","0","gmp","cubic","1000000","10000","4","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Breakout-v5-S75-s4","atari-gmp","[""atari_ddqn_gmp_sweep"",""Breakout-v5"",""4"",""ALE/Breakout-v5"",""0.75"",""sparsity-0.75""]","","","","",""
"atari_ddqn_gmp_sweep-Breakout-v5-S90-s4","finished","-","","0.9, 4, ALE/Breakout-v5, Breakout-v5, atari_ddqn_gmp_sweep, sparsity-0.9","2026-01-14T22:23:21.000Z","2026-01-15T06:28:01.000Z","29080","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Breakout-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.9","0","gmp","cubic","1000000","10000","4","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Breakout-v5-S90-s4","atari-gmp","[""atari_ddqn_gmp_sweep"",""Breakout-v5"",""4"",""ALE/Breakout-v5"",""0.9"",""sparsity-0.9""]","","","","",""
"atari_ddqn_gmp_sweep-Pong-v5-S60-s4","finished","-","","0.6, 4, ALE/Pong-v5, Pong-v5, atari_ddqn_gmp_sweep, sparsity-0.6","2026-01-15T00:32:00.000Z","2026-01-15T08:23:16.000Z","28276","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Pong-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.6","0","gmp","cubic","1000000","10000","4","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Pong-v5-S60-s4","atari-gmp","[""atari_ddqn_gmp_sweep"",""Pong-v5"",""4"",""ALE/Pong-v5"",""0.6"",""sparsity-0.6""]","","","","",""
"atari_ddqn_gmp_sweep-Pong-v5-S75-s4","finished","-","","0.75, 4, ALE/Pong-v5, Pong-v5, atari_ddqn_gmp_sweep, sparsity-0.75","2026-01-15T00:33:51.000Z","2026-01-15T08:25:48.000Z","28317","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Pong-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.75","0","gmp","cubic","1000000","10000","4","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Pong-v5-S75-s4","atari-gmp","[""atari_ddqn_gmp_sweep"",""Pong-v5"",""4"",""ALE/Pong-v5"",""0.75"",""sparsity-0.75""]","","","","",""
"atari_ddqn_gmp_sweep-Pong-v5-S90-s4","finished","-","","0.9, 4, ALE/Pong-v5, Pong-v5, atari_ddqn_gmp_sweep, sparsity-0.9","2026-01-15T00:45:58.000Z","2026-01-15T08:50:48.000Z","29090","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Pong-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.9","0","gmp","cubic","1000000","10000","4","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Pong-v5-S90-s4","atari-gmp","[""atari_ddqn_gmp_sweep"",""Pong-v5"",""4"",""ALE/Pong-v5"",""0.9"",""sparsity-0.9""]","","","","",""
"atari_ddqn_gmp_sweep-SpaceInvaders-v5-S60-s4","finished","-","","0.6, 4, ALE/SpaceInvaders-v5, SpaceInvaders-v5, atari_ddqn_gmp_sweep, sparsity-0.6","2026-01-15T00:45:58.000Z","2026-01-15T08:47:06.000Z","28868","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/SpaceInvaders-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.6","0","gmp","cubic","1000000","10000","4","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-SpaceInvaders-v5-S60-s4","atari-gmp","[""atari_ddqn_gmp_sweep"",""SpaceInvaders-v5"",""4"",""ALE/SpaceInvaders-v5"",""0.6"",""sparsity-0.6""]","","","","",""
"atari_ddqn_gmp_sweep-SpaceInvaders-v5-S75-s4","finished","-","","0.75, 4, ALE/SpaceInvaders-v5, SpaceInvaders-v5, atari_ddqn_gmp_sweep, sparsity-0.75","2026-01-15T00:50:10.000Z","2026-01-15T08:59:35.000Z","29365","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/SpaceInvaders-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.75","0","gmp","cubic","1000000","10000","4","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-SpaceInvaders-v5-S75-s4","atari-gmp","[""atari_ddqn_gmp_sweep"",""SpaceInvaders-v5"",""4"",""ALE/SpaceInvaders-v5"",""0.75"",""sparsity-0.75""]","","","","",""
"atari_ddqn_gmp_sweep-Breakout-v5-S75-s5","finished","-","","0.75, 5, ALE/Breakout-v5, Breakout-v5, atari_ddqn_gmp_sweep, sparsity-0.75","2026-01-15T00:52:12.000Z","2026-01-15T08:56:03.000Z","29031","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Breakout-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.75","0","gmp","cubic","1000000","10000","5","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Breakout-v5-S75-s5","atari-gmp","[""atari_ddqn_gmp_sweep"",""Breakout-v5"",""5"",""ALE/Breakout-v5"",""0.75"",""sparsity-0.75""]","","","","",""
"atari_ddqn_gmp_sweep-Breakout-v5-S60-s5","finished","-","","0.6, 5, ALE/Breakout-v5, Breakout-v5, atari_ddqn_gmp_sweep, sparsity-0.6","2026-01-15T00:52:13.000Z","2026-01-15T08:56:05.000Z","29032","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Breakout-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.6","0","gmp","cubic","1000000","10000","5","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Breakout-v5-S60-s5","atari-gmp","[""atari_ddqn_gmp_sweep"",""Breakout-v5"",""5"",""ALE/Breakout-v5"",""0.6"",""sparsity-0.6""]","","","","",""
"atari_ddqn_gmp_sweep-SpaceInvaders-v5-S90-s4","finished","-","","0.9, 4, ALE/SpaceInvaders-v5, SpaceInvaders-v5, atari_ddqn_gmp_sweep, sparsity-0.9","2026-01-15T00:52:13.000Z","2026-01-15T08:42:49.000Z","28236","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/SpaceInvaders-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.9","0","gmp","cubic","1000000","10000","4","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-SpaceInvaders-v5-S90-s4","atari-gmp","[""atari_ddqn_gmp_sweep"",""SpaceInvaders-v5"",""4"",""ALE/SpaceInvaders-v5"",""0.9"",""sparsity-0.9""]","","","","",""
"atari_ddqn_gmp_sweep-Breakout-v5-S90-s5","finished","-","","0.9, 5, ALE/Breakout-v5, Breakout-v5, atari_ddqn_gmp_sweep, sparsity-0.9","2026-01-15T00:54:21.000Z","2026-01-15T09:14:01.000Z","29980","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Breakout-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.9","0","gmp","cubic","1000000","10000","5","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Breakout-v5-S90-s5","atari-gmp","[""atari_ddqn_gmp_sweep"",""Breakout-v5"",""5"",""ALE/Breakout-v5"",""0.9"",""sparsity-0.9""]","","","","",""
"atari_ddqn_gmp_sweep-Pong-v5-S60-s5","finished","-","","0.6, 5, ALE/Pong-v5, Pong-v5, atari_ddqn_gmp_sweep, sparsity-0.6","2026-01-15T00:56:18.000Z","2026-01-15T08:44:16.000Z","28078","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Pong-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.6","0","gmp","cubic","1000000","10000","5","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Pong-v5-S60-s5","atari-gmp","[""atari_ddqn_gmp_sweep"",""Pong-v5"",""5"",""ALE/Pong-v5"",""0.6"",""sparsity-0.6""]","","","","",""
"atari_ddqn_gmp_sweep-Pong-v5-S75-s5","finished","-","","0.75, 5, ALE/Pong-v5, Pong-v5, atari_ddqn_gmp_sweep, sparsity-0.75","2026-01-15T00:58:22.000Z","2026-01-15T08:49:47.000Z","28285","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Pong-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.75","0","gmp","cubic","1000000","10000","5","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Pong-v5-S75-s5","atari-gmp","[""atari_ddqn_gmp_sweep"",""Pong-v5"",""5"",""ALE/Pong-v5"",""0.75"",""sparsity-0.75""]","","","","",""
"atari_ddqn_gmp_sweep-Pong-v5-S90-s5","finished","-","","0.9, 5, ALE/Pong-v5, Pong-v5, atari_ddqn_gmp_sweep, sparsity-0.9","2026-01-15T01:06:25.000Z","2026-01-15T09:06:36.000Z","28811","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Pong-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.9","0","gmp","cubic","1000000","10000","5","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-Pong-v5-S90-s5","atari-gmp","[""atari_ddqn_gmp_sweep"",""Pong-v5"",""5"",""ALE/Pong-v5"",""0.9"",""sparsity-0.9""]","","","","",""
"atari_ddqn_gmp_sweep-SpaceInvaders-v5-S60-s5","finished","-","","0.6, 5, ALE/SpaceInvaders-v5, SpaceInvaders-v5, atari_ddqn_gmp_sweep, sparsity-0.6","2026-01-15T01:31:00.000Z","2026-01-15T09:19:56.000Z","28136","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/SpaceInvaders-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.6","0","gmp","cubic","1000000","10000","5","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-SpaceInvaders-v5-S60-s5","atari-gmp","[""atari_ddqn_gmp_sweep"",""SpaceInvaders-v5"",""5"",""ALE/SpaceInvaders-v5"",""0.6"",""sparsity-0.6""]","","","","",""
"atari_ddqn_gmp_sweep-SpaceInvaders-v5-S75-s5","finished","-","","0.75, 5, ALE/SpaceInvaders-v5, SpaceInvaders-v5, atari_ddqn_gmp_sweep, sparsity-0.75","2026-01-15T01:47:30.000Z","2026-01-15T09:34:03.000Z","27993","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/SpaceInvaders-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.75","0","gmp","cubic","1000000","10000","5","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-SpaceInvaders-v5-S75-s5","atari-gmp","[""atari_ddqn_gmp_sweep"",""SpaceInvaders-v5"",""5"",""ALE/SpaceInvaders-v5"",""0.75"",""sparsity-0.75""]","","","","",""
"atari_ddqn_gmp_sweep-SpaceInvaders-v5-S90-s5","finished","-","","0.9, 5, ALE/SpaceInvaders-v5, SpaceInvaders-v5, atari_ddqn_gmp_sweep, sparsity-0.9","2026-01-15T02:13:59.000Z","2026-01-15T10:12:40.000Z","28721","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/SpaceInvaders-v5","30","1","84","false","false","1e-8","0.0001","adam","../models","6000000","0.9","0","gmp","cubic","1000000","10000","5","1000000","100000","100","10000000","10","true","atari_ddqn_gmp_sweep","train","atari_ddqn_gmp_sweep-SpaceInvaders-v5-S90-s5","atari-gmp","[""atari_ddqn_gmp_sweep"",""SpaceInvaders-v5"",""5"",""ALE/SpaceInvaders-v5"",""0.9"",""sparsity-0.9""]","","","","",""
"atari_ddqn_lth-rand_sweep-Pong-v5-S95-s3-2-3","running","-","","0.95, 3, ALE/Pong-v5, Pong-v5, minatar_ddqn_lth_sweep, random, sparsity-0.95","2026-01-15T08:17:33.000Z","2026-01-17T17:18:04.000Z","205231","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/Pong-v5","30","1","84","false","false","","","","../models","","0.95","","random_lth","","","","3","1000000","100000","100","10000000","","true","minatar_ddqn_lth_sweep","train","atari_ddqn_lth-rand_sweep-Pong-v5-S95-s3-2-3","atari-gmp","[""minatar_ddqn_lth_sweep"",""Pong-v5"",""3"",""ALE/Pong-v5"",""0.95"",""sparsity-0.95"",""random""]","sebapusch-university-of-groningen/atari-lottery/ticket-round-10:v19","20","0.1","80000","true"
"atari_ddqn_lth-rand_sweep-SpaceInvaders-v5-S95-s1-2-3","running","-","","0.95, 1, ALE/SpaceInvaders-v5, SpaceInvaders-v5, minatar_ddqn_lth_sweep, random, sparsity-0.95","2026-01-15T08:17:33.000Z","2026-01-17T17:18:07.000Z","205234","","32","0.2","0.05","1","0.99","80000","ddqn","nature_cnn","linear","512","1e-8","0.0001","adam","5000","1","4","cuda","false","true","4","true","ALE/SpaceInvaders-v5","30","1","84","false","false","","","","../models","","0.95","","random_lth","","","","1","1000000","100000","100","10000000","","true","minatar_ddqn_lth_sweep","train","atari_ddqn_lth-rand_sweep-SpaceInvaders-v5-S95-s1-2-3","atari-gmp","[""minatar_ddqn_lth_sweep"",""SpaceInvaders-v5"",""1"",""ALE/SpaceInvaders-v5"",""0.95"",""sparsity-0.95"",""random""]","sebapusch-university-of-groningen/atari-lottery/ticket-round-4:v33","20","0.1","80000","true"